post_id,postUser,timestamp,clean_caption,combined_tokens,likesCount,commentsCount,keywords_tfidf,keywords_freq,keywords_weighted
227,chiaraferragni,2023-05-26 09:29:35+00:00,last night suppliedbylouisvuitton,"['last', 'night', 'suppliedbylouisvuitton', 'suppliedby', 'louis', 'vuitton']",269901,1133,"['suppliedby', 'suppliedbylouisvuitton', 'vuitton', 'louis', 'night']","['last', 'night', 'suppliedbylouisvuitton', 'suppliedby', 'louis']","['suppliedbylouisvuitton', 'last', 'night', 'suppliedby', 'louis']"
228,lojafashioncloset,2023-05-26 15:40:53+00:00,nike gamma force 💙 ta no ar,"['nike', 'gamma', 'force', 'ta', 'ar', 'blue heart']",80,1,"['force', 'gamma', 'ta', 'blue', 'heart']","['nike', 'gamma', 'force', 'ta', 'ar']","['nike', 'gamma', 'force', 'ta', 'ar']"
229,lojafashioncloset,2023-05-22 00:59:47+00:00,🚨 hello hello fashion girls pq essa semana promete ser a semana das news mais hot fica on,"['hello', 'hello', 'fashion', 'girls', 'pq', 'essa', 'semana', 'promete', 'ser', 'semana', 'das', 'news', 'mais', 'hot', 'fica', 'police car light']",325,4,"['hello', 'semana', 'fica', 'girls', 'promete']","['hello', 'semana', 'fashion', 'girls', 'pq']","['fashion', 'hello', 'girls', 'pq', 'essa']"
230,chiaraferragni,2023-05-26 14:10:13+00:00,ieri in qualità di co presidente e membro della giuria della cameramodafashiontrust ho partecipato alla terza edizione di camera moda fashion trust grant per selezionare 4 brand indipendenti da supportare economicamente e tramite mentorship per diventare il futuro della moda in italia 🇮🇹 congratulazioni ai vincitori setchu official official marcello_pipitone niccolopasqualetti e florania__ e complimenti a tutti i designer che hanno partecipato e presentato le loro idee e collezioni 👏 sono davvero fiera di supportare il made in italy e la nuova generazione di fashion designers 💘 🇬🇧 yesterday i took part to camera moda fashion trust grant as part of the committee and co president 🙏 we selected 4 winners to support both financially and with a mentorship program congratulations to setchu official official marcello_pipitone niccolopasqualetti and florania__ and to all the amazing designers who took part to this contest 💘 i m so proud to support the made in italy and the upcoming generation of fashion designers 🇮🇹,"['ieri', 'qualità', 'di', 'co', 'presidente', 'e', 'membro', 'della', 'giuria', 'della', 'cameramodafashiontrust', 'ho', 'partecipato', 'alla', 'terza', 'edizione', 'di', 'camera', 'moda', 'fashion', 'trust', 'grant', 'per', 'selezionare', '4', 'brand', 'indipendenti', 'da', 'supportare', 'economicamente', 'e', 'tramite', 'mentorship', 'per', 'diventare', 'il', 'futuro', 'della', 'moda', 'italia', '🇮🇹', 'congratulazioni', 'ai', 'vincitori', 'setchu', 'official', 'official', 'marcello_pipitone', 'niccolopasqualetti', 'e', 'florania__', 'e', 'complimenti', 'tutti', 'designer', 'che', 'hanno', 'partecipato', 'e', 'presentato', 'le', 'loro', 'idee', 'e', 'collezioni', 'sono', 'davvero', 'fiera', 'di', 'supportare', 'il', 'made', 'italy', 'e', 'la', 'nuova', 'generazione', 'di', 'fashion', 'designers', '🇬🇧', 'yesterday', 'took', 'part', 'camera', 'moda', 'fashion', 'trust', 'grant', 'part', 'committee', 'co', 'president', 'selected', '4', 'winners', 'support', 'financially', 'mentorship', 'program', 'congratulations', 'setchu', 'official', 'official', 'marcello_pipitone', 'niccolopasqualetti', 'florania__', 'amazing', 'designers', 'took', 'part', 'contest', 'proud', 'support', 'made', 'italy', 'upcoming', 'generation', 'fashion', 'designers', '🇮🇹', 'clapping hands', 'heart with arrow', 'folded hands', 'heart with arrow']",442878,553,"['di', 'official', 'della', 'designers', 'part']","['e', 'di', 'fashion', 'official', 'della']","['cameramodafashiontrust', 'moda', 'fashion', 'designer', 'designers']"
231,lojafashioncloset,2023-05-18 21:49:07+00:00,photo dump de ontem um pouquinho do está chegando por aí w anajuliaardito,"['photo', 'dump', 'de', 'ontem', 'um', 'pouquinho', 'está', 'chegando', 'por', 'aí', 'w', 'anajuliaardito']",571,19,"['chegando', 'ontem', 'está', 'por', 'photo']","['photo', 'dump', 'de', 'ontem', 'um']","['photo', 'dump', 'de', 'ontem', 'um']"
232,eleonorabrunaccidivaio,2023-04-16 19:44:05+00:00,mamma daddy vi faccio una foto 📸pic by leoncino adorato🌅💙 meandyou,"['mamma', 'daddy', 'vi', 'faccio', 'una', 'foto', 'pic', 'leoncino', 'adorato', 'meandyou', 'camera with flash', 'sunrise', 'blue heart', 'meandyou']",63975,241,"['foto', 'mamma', 'sunrise', 'una', 'pic']","['meandyou', 'mamma', 'daddy', 'vi', 'faccio']","['mamma', 'daddy', 'vi', 'faccio', 'una']"
233,eleonorabrunaccidivaio,2023-04-14 17:49:40+00:00,vorrei bloccare il tempo e potervi vivere il più possibile così 🥰 i miei pazzerelli adorati sunset cruise 🌅 familymoments pullman_maldives,"['vorrei', 'bloccare', 'il', 'tempo', 'e', 'potervi', 'vivere', 'il', 'più', 'possibile', 'così', 'miei', 'pazzerelli', 'adorati', 'sunset', 'cruise', 'familymoments', 'pullman_maldives', 'smiling face with hearts', 'sunrise', 'familymoments']",45335,189,"['il', 'così', 'miei', 'possibile', 'sunrise']","['il', 'familymoments', 'vorrei', 'bloccare', 'tempo']","['vorrei', 'bloccare', 'il', 'tempo', 'e']"
234,eleonorabrunaccidivaio,2023-04-13 06:54:04+00:00,colazione in piscina 🌺🥰🌺 goodmorning maldives amazing pullman_maldives,"['colazione', 'piscina', 'goodmorning', 'maldives', 'amazing', 'pullman_maldives', 'hibiscus', 'smiling face with hearts', 'hibiscus', 'goodmorning', 'maldives']",88711,339,"['pullman_maldives', 'amazing', 'hearts', 'smiling', 'with']","['goodmorning', 'maldives', 'hibiscus', 'colazione', 'piscina']","['colazione', 'piscina', 'goodmorning', 'maldives', 'amazing']"
235,eleonorabrunaccidivaio,2023-04-15 18:15:43+00:00,continuando a scrivere pagine della nostra vita voi la mia ricarica naturale myfamily mylife mykids,"['continuando', 'scrivere', 'pagine', 'della', 'nostra', 'vita', 'voi', 'la', 'mia', 'ricarica', 'naturale', 'myfamily', 'mylife', 'mykids', 'myfamily', 'mylife', 'mykids']",43816,165,"['nostra', 'mia', 'della', 'la']","['myfamily', 'mylife', 'mykids', 'continuando', 'scrivere']","['continuando', 'scrivere', 'pagine', 'della', 'nostra']"
236,eleonorabrunaccidivaio,2023-04-11 17:56:14+00:00,moments like this 🇲🇻 familytime preciuosmoments here pullman_maldives,"['moments', 'like', '🇲🇻', 'familytime', 'preciuosmoments', 'pullman_maldives', 'familytime', 'preciuosmoments']",96690,328,"['pullman_maldives', 'moments', 'like']","['familytime', 'preciuosmoments', 'moments', 'like', '🇲🇻']","['moments', 'like', '🇲🇻', 'familytime', 'preciuosmoments']"
237,davidgandy_official,2022-06-06 14:32:31+00:00,so very honoured to have taken part in the platinumjubilee pageant yesterday wonderful if slightly surreal experience that brought so much togetherness unity laughter and smiles well done jaguar and landrover for making this happen as many will not appreciate the hard work and organisation this took,"['honoured', 'taken', 'part', 'platinumjubilee', 'pageant', 'yesterday', 'wonderful', 'slightly', 'surreal', 'experience', 'brought', 'much', 'togetherness', 'unity', 'laughter', 'smiles', 'well', 'done', 'jaguar', 'landrover', 'making', 'happen', 'many', 'appreciate', 'hard', 'work', 'organisation', 'took', 'platinumjubilee']",12272,115,"['appreciate', 'organisation', 'slightly', 'smiles', 'surreal']","['platinumjubilee', 'honoured', 'taken', 'part', 'pageant']","['honoured', 'taken', 'part', 'platinumjubilee', 'pageant']"
238,tinaabeysekara,2022-11-23 08:16:49+00:00,want a cool 30 off petalandpup of course you do petalandpup have daily promos happening this week when you shop via the app 🥳 here are some festive season picks to get your shopping cart started 😉 rosetta dress size 8 fleetwood shirt size m sienna belted jumpsuit size m happy hunting 😘 petalandpup festivewear whitejumpsuit jeansandanicetop mididresses springstyle afforɗablefashion,"['want', 'cool', '30', 'petalandpup', 'course', 'petalandpup', 'daily', 'promos', 'happening', 'week', 'shop', 'via', 'app', 'festive', 'season', 'picks', 'get', 'shopping', 'cart', 'started', 'rosetta', 'dress', 'size', '8', 'fleetwood', 'shirt', 'size', 'sienna', 'belted', 'jumpsuit', 'size', 'happy', 'hunting', 'petalandpup', 'festivewear', 'whitejumpsuit', 'jeansandanicetop', 'mididresses', 'springstyle', 'afforɗablefashion', 'partying face', 'winking face', 'face blowing a kiss', 'petalandpup', 'festivewear', 'whitejumpsuit', 'jeansandanicetop', 'mididresses', 'springstyle', 'affor', 'ablefashion']",1115,58,"['size', 'springstyle', 'face', 'happening', 'winking']","['petalandpup', 'size', 'festivewear', 'whitejumpsuit', 'jeansandanicetop']","['dress', 'festivewear', 'mididresses', 'springstyle', 'afforɗablefashion']"
239,lojafashioncloset,2023-05-08 02:02:47+00:00,que a calça jeans fernando com corrente já é umas das nossas best sellers já sabemos agora queremos saber você vai de cropped adidas ou body jade 👇🏼👀,"['que', 'calça', 'jeans', 'fernando', 'com', 'corrente', 'já', 'é', 'umas', 'das', 'nossas', 'best', 'sellers', 'já', 'sabemos', 'agora', 'queremos', 'saber', 'você', 'vai', 'de', 'cropped', 'adidas', 'ou', 'body', 'jade', 'backhand index pointing down', 'medium-light skin tone', 'eyes']",1841,7,"['já', 'backhand', 'fernando', 'index', 'pointing']","['já', 'que', 'calça', 'jeans', 'fernando']","['adidas', 'que', 'calça', 'jeans', 'fernando']"
240,chiaraferragni,2023-05-25 14:50:17+00:00,a prince 🤴🏼,"['prince', 'prince', 'medium-light skin tone']",549404,1779,"['medium', 'tone', 'light', 'skin']","['prince', 'medium-light skin tone']","['prince', 'medium-light skin tone']"
241,chiaraferragni,2023-05-25 13:01:44+00:00,went to louisvuitton cruise show at isola bella yesterday 💖 it was so touching the see the new collection in such a beautiful place 🙏,"['went', 'louisvuitton', 'cruise', 'show', 'isola', 'bella', 'yesterday', 'touching', 'see', 'new', 'collection', 'beautiful', 'place', 'sparkling heart', 'folded hands']",340661,1649,"['isola', 'touching', 'bella', 'cruise', 'went']","['went', 'louisvuitton', 'cruise', 'show', 'isola']","['show', 'louisvuitton', 'went', 'cruise', 'isola']"
242,chiaraferragni,2023-05-24 09:31:12+00:00,officially ready for summer 2023 💖,"['officially', 'ready', 'summer', '2023', 'sparkling heart']",536680,1973,"['officially', 'ready', 'sparkling', 'summer', '2023']","['officially', 'ready', 'summer', '2023', 'sparkling heart']","['2023', 'officially', 'ready', 'summer', 'sparkling heart']"
243,chiaraferragni,2023-05-22 16:28:31+00:00,the first pic makes me so happy 🥹 it s like i ve always visualized having a relationship like that with my son 💖,"['first', 'pic', 'makes', 'happy', 'like', 'always', 'visualized', 'relationship', 'like', 'son', 'face holding back tears', 'sparkling heart']",345163,637,"['like', 'relationship', 'visualized', 'son', 'makes']","['like', 'first', 'pic', 'makes', 'happy']","['first', 'pic', 'makes', 'happy', 'like']"
244,matildadjerf,2023-04-23 18:11:40+00:00,just two besties,"['two', 'besties']",375308,451,['two'],"['two', 'besties']","['two', 'besties']"
245,chiaraferragni,2023-05-23 11:59:18+00:00,the official pictures of my martiniit campaign are out 😍 i love them so much and it s an honor to be the face of such an iconic italian brand that is celebrating its 160th anniversary 🥳 thank you to my martini family for making me part of this 🙏 adv,"['official', 'pictures', 'martiniit', 'campaign', 'love', 'much', 'honor', 'face', 'iconic', 'italian', 'brand', 'celebrating', '160th', 'anniversary', 'thank', 'martini', 'family', 'making', 'part', 'adv', 'smiling face with heart-eyes', 'partying face', 'folded hands', 'adv']",591572,1078,"['adv', 'face', 'anniversary', 'partying', 'official']","['adv', 'official', 'pictures', 'martiniit', 'campaign']","['official', 'pictures', 'martiniit', 'campaign', 'love']"
246,matildadjerf,2023-04-24 18:38:00+00:00,😚,['kissing face with closed eyes'],204225,345,"['closed', 'kissing', 'eyes', 'with', 'face']",['kissing face with closed eyes'],['kissing face with closed eyes']
247,davidgandy_official,2022-06-27 16:54:07+00:00,very proud of our new pool side summer collection combining style comfort and our wellwear protect properties available now davidgandywellwear designedforwellbeing davidgandywellwear,"['proud', 'new', 'pool', 'side', 'summer', 'collection', 'combining', 'style', 'comfort', 'wellwear', 'protect', 'properties', 'available', 'davidgandywellwear', 'designedforwellbeing', 'davidgandywellwear', 'designedforwellbeing', 'davidgandywellwear']",30174,361,"['davidgandywellwear', 'designedforwellbeing', 'combining', 'pool', 'protect']","['davidgandywellwear', 'designedforwellbeing', 'proud', 'new', 'pool']","['style', 'wellwear', 'davidgandywellwear', 'proud', 'new']"
248,matildadjerf,2023-04-22 18:18:06+00:00,🤍🤏,"['white heart', 'pinching hand']",122725,153,"['pinching', 'hand', 'white', 'heart']","['white heart', 'pinching hand']","['white heart', 'pinching hand']"
249,matildadjerf,2023-04-21 18:55:08+00:00,which look do you like the most ad voyeureyeshadow hourglasscosmetics 🎀,"['look', 'like', 'ad', 'voyeureyeshadow', 'hourglasscosmetics', 'ribbon', 'voyeur', 'eyeshadow']",122226,157,"['hourglasscosmetics', 'ribbon', 'ad', 'look', 'like']","['look', 'like', 'ad', 'voyeureyeshadow', 'hourglasscosmetics']","['look', 'like', 'ad', 'voyeureyeshadow', 'hourglasscosmetics']"
250,rhyancaminske,2023-02-09 20:13:04+00:00,ok team we are changing it up as i mentioned in my stories i m on the hunt for the best of the best hair products my hair is hands down my favorite thing about me and i want it to stay as healthy as possible i was using another brand exclusively for 1 5 years from the shampoo to the styling products though i do like some of the products still it was clear my hair was thinner and had a lot of breakage swipe to see before and after i stopped using that shampoo conditioner in november so now on my quest to find the best i stumbled upon getgoldielocks it s a luxury haircare brand that has amazingggg reviews so i figured i had to try it i ordered the hydration shampoo and conditioner and the clarifying shampoo the clarifying shampoo is for 1 2 times a month with my dry scalp issues i m hoping this will keep my scalp happy while making my hair shine and i think the reason i have the hydration duo is obvious 😂 first impression packaging super cutie smell absolutely incredible first wash hair feels insanely clean and soft if you want to try any of getgoldielocks products use code rhyan for 10 off you can also use the link in my bio 🤍 hairgoals haircolorinspo blondehighlights blondebabylights haircolorgoals hairgrowth blondehaircolor healthyhair blondebalayage longhair longblondehair goldielocks shampooandconditioner haircaremusthaves luxuryhaircare hairbreakage hairproducts longhairgoals,"['ok', 'team', 'changing', 'mentioned', 'stories', 'hunt', 'best', 'best', 'hair', 'products', 'hair', 'hands', 'favorite', 'thing', 'want', 'stay', 'healthy', 'possible', 'using', 'another', 'brand', 'exclusively', '1', '5', 'years', 'shampoo', 'styling', 'products', 'though', 'like', 'products', 'still', 'clear', 'hair', 'thinner', 'lot', 'breakage', 'swipe', 'see', 'stopped', 'using', 'shampoo', 'conditioner', 'november', 'quest', 'find', 'best', 'stumbled', 'upon', 'getgoldielocks', 'luxury', 'haircare', 'brand', 'amazingggg', 'reviews', 'figured', 'try', 'ordered', 'hydration', 'shampoo', 'conditioner', 'clarifying', 'shampoo', 'clarifying', 'shampoo', '1', '2', 'times', 'month', 'dry', 'scalp', 'issues', 'hoping', 'keep', 'scalp', 'happy', 'making', 'hair', 'shine', 'think', 'reason', 'hydration', 'duo', 'obvious', 'first', 'impression', 'packaging', 'super', 'cutie', 'smell', 'absolutely', 'incredible', 'first', 'wash', 'hair', 'feels', 'insanely', 'clean', 'soft', 'want', 'try', 'getgoldielocks', 'products', 'use', 'code', 'rhyan', '10', 'also', 'use', 'link', 'bio', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'hairgrowth', 'blondehaircolor', 'healthyhair', 'blondebalayage', 'longhair', 'longblondehair', 'goldielocks', 'shampooandconditioner', 'haircaremusthaves', 'luxuryhaircare', 'hairbreakage', 'hairproducts', 'longhairgoals', 'face with tears of joy', 'white heart', 'hairgoals', 'haircolorinspo', 'blondehighlights', 'blondebabylights', 'haircolorgoals', 'hairgrowth', 'blondehaircolor', 'healthyhair', 'blondebalayage', 'longhair', 'longblondehair', 'goldielocks', 'shampooandconditioner', 'haircaremusthaves', 'luxuryhaircare', 'hairbreakage', 'hairproducts', 'longhairgoals']",124,6,"['shampoo', 'products', 'hair', 'best', 'conditioner']","['hair', 'shampoo', 'products', 'best', 'want']","['ok', 'team', 'changing', 'mentioned', 'stories']"
251,chiaraferragni,2023-05-21 16:35:07+00:00,best of forte dei marmi part ii 💖,"['best', 'forte', 'dei', 'marmi', 'part', 'ii', 'sparkling heart']",605760,669,"['ii', 'marmi', 'dei', 'forte', 'sparkling']","['best', 'forte', 'dei', 'marmi', 'part']","['best', 'forte', 'dei', 'marmi', 'part']"
252,rhyancaminske,2023-02-15 03:00:25+00:00,𝕃𝕠𝕧𝕖 𝕪𝕠𝕦,"['𝕃𝕠𝕧𝕖', '𝕪𝕠𝕦']",133,3,[],"['𝕃𝕠𝕧𝕖', '𝕪𝕠𝕦']","['𝕃𝕠𝕧𝕖', '𝕪𝕠𝕦']"
