post_id,postUser,timestamp,likesCount,commentsCount,combined_keywords
810,oldprada,2021-02-11 23:40:02+00:00,710,7,"['prada', 'ss', '2011', 'oldprada', 'miuccialover', 'mens', 'colorobsessed']"
811,oldprada,2021-01-08 17:15:10+00:00,453,2,"['prada', 'style', 'editorial', 'fashion', 'fw', '2006', 'steven', 'klein', 'oldprada', 'miuccialover']"
812,oldprada,2021-01-14 22:33:30+00:00,248,3,"['prada', 'editorial', 'fashion', 'ss', '2009', 'oldprada', 'miuccialover']"
813,wheresmydriver,2023-03-03 21:54:32+00:00,57,1,"['show', 'paris', 'streetstyle', 'influencers', 'editors', 'models', 'way']"
814,oldprada,2021-02-11 23:36:34+00:00,1561,26,"['show', 'runway', 'prada', 'style', 'shoes', 'oldprada', 'miuccialover', 'mens', 'colorobsessed']"
815,oldprada,2021-01-08 17:15:02+00:00,423,3,"['prada', 'style', 'editorial', 'fashion', 'fw', '2006', 'steven', 'klein', 'oldprada', 'miuccialover']"
816,oldprada,2021-01-08 17:14:51+00:00,575,3,"['prada', 'style', 'editorial', 'fashion', 'fw', '2006', 'steven', 'klein', 'oldprada', 'miuccialover']"
817,prabalgurung,2023-05-12 03:55:35+00:00,132,3,"['gala', '2023', 'iridescent', 'isha', '_iiishmagish', 'satin', 'wears', 'atelier', 'prabal', 'gurung']"
818,oldprada,2021-01-14 22:33:04+00:00,267,2,"['prada', 'editorial', 'fashion', 'ss', '2009', 'oldprada', 'miuccialover']"
819,oldprada,2021-01-14 22:33:14+00:00,238,2,"['prada', 'editorial', 'fashion', 'ss', '2009', 'oldprada', 'miuccialover']"
820,wheresmydriver,2023-03-02 19:11:00+00:00,35,0,"['pfw', 'offwhite', 'streetstyle', 'something', 'today']"
821,zendaya,2022-02-21 01:08:13+00:00,8761243,9924,"['baby', 'rexi', 'second', 'last', 'episode']"
822,oldprada,2021-01-03 17:37:20+00:00,644,2,"['prada', 'editorial', 'fashion', 'fw', '1999', 'oldprada', 'miuccialover']"
823,oldprada,2021-01-03 17:37:09+00:00,269,1,"['prada', 'editorial', 'fashion', 'fw', '1999', 'oldprada', 'miuccialover']"
824,watchingnewyork,2023-03-27 12:03:00+00:00,37544,219,"['fashion', 'style', 'streetstyle', 'vintage', 'recent', 'streetfashion', 'street', 'nyc', 'nycfashion']"
825,watchingnewyork,2023-03-26 13:09:09+00:00,92098,377,"['looks', 'fashion', 'style', 'streetstyle', 'vintage', 'streetfashion', 'street', 'nyc', 'nycfashion']"
826,datewithversace,2023-05-18 10:56:17+00:00,3362,6,"['versace', 'dua', 'lipa', 'la', 'vacanza']"
827,dudalina,2023-05-11 20:19:02+00:00,1515,19,"['2023', 'clássica', 'camisa', 'branca', 'é', 'de', 'e', '53', '01', 'dudalina']"
